,nsf_proposal_links_v1,skills
0,https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"{'engineering', 'higher education', 'science engineering', 'economic development', 'professional development', 'material', 'industry', 'development'}"
1,https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"{'engineering', 'science engineering', 'chemical', 'environmental engineering'}"
2,https://www.nsf.gov/pubs/2020/nsf20609/nsf20609.htm,"{'theoretical foundation', 'computer science'}"
3,https://www.nsf.gov/pubs/2020/nsf20604/nsf20604.htm,"{'economic impact', 'learning', 'security', 'artificial intelligence', 'continued advancement', 'machine learning', 'ai', 'industry', 'development'}"
4,https://www.nsf.gov/pubs/2020/nsf20591/nsf20591.htm,"{'engineering', 'project develop', 'computer information', 'science engineering', 'information science', 'communication'}"
5,https://www.nsf.gov/pubs/2020/nsf20589/nsf20589.htm,"{'engineering', 'control', 'science foundation', 'processing', 'novel design', 'biomaterials', 'discovery', 'material unique', 'physic', 'national science', 'design synthesis', 'united state', 'synthesis characterization', 'polymer', 'synthesis', 'material', 'property', 'industry', 'lead new', 'fundamental understanding', 'development'}"
6,https://www.nsf.gov/pubs/2020/nsf20588/nsf20588.htm,"{'engineering', 'control', 'processing', 'novel design', 'discovery', 'material unique', 'solid state', 'design synthesis', 'chemistry', 'united state', 'synthesis characterization', 'synthesis', 'material', 'property', 'industry', 'lead new', 'fundamental understanding', 'development', 'electronic photonic'}"
7,https://www.nsf.gov/pubs/2020/nsf20586/nsf20586.htm,"{'chemical', 'chemistry'}"
8,https://www.nsf.gov/pubs/2020/nsf20584/nsf20584.htm,"{'engineering', 'computer science', 'science engineering', 'information science', 'experience new', 'science foundation', 'area', 'national science', 'computer information', 'directorate engineering', 'revolve around', 'material', 'industry', 'science technology'}"
9,https://www.nsf.gov/pubs/2020/nsf20582/nsf20582.htm,"{'material state', 'broad spectrum', 'material', 'fundamental understanding', 'development', 'learning', 'modeling', 'material soft', 'molecular dynamic', 'material system', 'area', 'physic', 'national science', 'statistical mechanic', 'soft matter', 'soft material', 'solid state', 'chemistry', 'method used', 'dynamic', 'polymeric material', 'science foundation', 'biomaterials', 'machine learning', 'polymer', 'property', 'electronic photonic'}"
10,https://www.nsf.gov/pubs/2020/nsf20577/nsf20577.htm,"{'catalysis', 'imaging', 'chemical', 'chemistry', 'computational method', 'synthesis', 'dynamic'}"
11,https://www.nsf.gov/pubs/2020/nsf20575/nsf20575.htm,"{'biomedical', 'support interface', 'science foundation', 'health', 'biomedical science', 'national science', 'national institute', 'statistic'}"
12,https://www.nsf.gov/pubs/2020/nsf20574/nsf20574.htm,"{'communication', 'chemical'}"
13,https://www.nsf.gov/pubs/2020/nsf20566/nsf20566.htm,"{'support system', 'learning', 'security', 'algorithm', 'decision support', 'health', 'artificial intelligence', 'machine learning', 'ai', 'ha long', 'ai system'}"
14,https://www.nsf.gov/pubs/2020/nsf20564/nsf20564.htm,{'synthesis'}
15,https://www.nsf.gov/pubs/2020/nsf20563/nsf20563.htm,"{'range application', 'learning', 'security', 'energy', 'civil', 'artificial intelligence', 'personalized medicine', 'machine learning', 'automation'}"
16,https://www.nsf.gov/pubs/2020/nsf20560/nsf20560.htm,"{'engineering', 'energy transport', 'energy', 'modeling', 'science engineering', 'including limited', 'chemical', 'synthesis', 'biological process', 'experimental theoretical'}"
17,https://www.nsf.gov/pubs/2020/nsf20557/nsf20557.htm,"{'application including', 'internet thing', 'system application', 'thing iot', 'high speed', 'communication', 'wireless communication'}"
18,https://www.nsf.gov/pubs/2020/nsf20553/nsf20553.htm,"{'engineering', 'including engineering', 'development'}"
19,https://www.nsf.gov/pubs/2020/nsf20552/nsf20552.htm,"{'chemical', 'production', 'logistics', 'material', 'business', 'machine design'}"
20,https://www.nsf.gov/pubs/2020/nsf20544/nsf20544.htm,"{'engineering', 'science foundation', 'computer information', 'science engineering', 'information science', 'national science'}"
21,https://www.nsf.gov/pubs/2020/nsf20541/nsf20541.htm,"{'product', 'cell cell', 'control', 'science foundation', 'develop strategy', 'national science', 'chemical', 'dynamic', 'foundation nsf', 'cell type', 'fundamental understanding'}"
22,https://www.nsf.gov/pubs/2020/nsf20540/nsf20540.htm,"{'engineering', 'learning', 'science engineering', 'information science', 'science foundation', 'area', 'artificial intelligence', 'national science', 'principal investigator', 'computer information', 'graduate student', 'new york', 'deep learning', 'activity focused'}"
23,https://www.nsf.gov/pubs/2020/nsf20539/nsf20539.htm,"{'computer science', 'science foundation', 'professional development', 'national science', 'teaching', 'foundation nsf', 'material', 'development'}"
24,https://www.nsf.gov/pubs/2020/nsf20522/nsf20522.htm,"{'united state', 'robotics', 'development'}"
25,https://www.nsf.gov/pubs/2020/nsf20517/nsf20517.htm,"{'engineering', 'environmental engineering', 'science engineering', 'chemical'}"
26,https://www.nsf.gov/pubs/2020/nsf20514/nsf20514.htm,"{'engineering', 'science engineering', 'science foundation', 'area', 'national science', 'program director', 'foundation nsf', 'area future'}"
27,https://www.nsf.gov/pubs/2020/nsf20513/nsf20513.htm,"{'engineering', 'science engineering', 'science foundation', 'area', 'national science', 'program director', 'foundation nsf', 'area future'}"
28,https://www.nsf.gov/pubs/2020/nsf20511/nsf20511.htm,"{'engineering', 'learning', 'security', 'energy', 'information science', 'system application', 'control', 'science foundation', 'cyber system', 'area', 'artificial intelligence', 'national science', 'machine learning', 'communication', 'synthesis', 'big data', 'fuel'}"
29,https://www.nsf.gov/pubs/2020/nsf20510/nsf20510.htm,"{'engineering', 'division electrical', 'civil', 'science foundation', 'cyber system', 'national science', 'chemical', 'directorate engineering', 'review process', 'communication'}"
30,https://www.nsf.gov/pubs/2020/nsf20505/nsf20505.htm,"{'full professor', 'year', 'science foundation', 'area', 'professional development', 'retention', 'national science', 'track', 'development'}"
31,https://www.nsf.gov/pubs/2020/nsf20503/nsf20503.htm,"{'economic impact', 'learning', 'security', 'artificial intelligence', 'continued advancement', 'machine learning', 'ai', 'industry', 'development'}"
32,https://www.nsf.gov/pubs/2020/nsf20501/nsf20501.htm,"{'engineering', 'science foundation', 'fluid dynamic', 'national science', 'chemical', 'thermal transport', 'dynamic', 'foundation nsf', 'transport process', 'transport phenomenon', 'combustion'}"
33,https://www.nsf.gov/pubs/2020/nsf20500/nsf20500.htm,"{'engineering', 'civil', 'science foundation', 'national science', 'chemical', 'foundation nsf', 'tissue engineering', 'mechanobiology'}"
34,https://www.nsf.gov/pubs/2019/nsf19614/nsf19614.htm,"{'engineering', 'learning', 'professional engineer', 'first year', 'year', 'engineering education', 'professional practice', 'engineering material', 'material', 'engineering department', 'capstone design'}"
35,https://www.nsf.gov/pubs/2019/nsf19613/nsf19613.htm,"{'engineering', 'learning', 'modeling', 'science engineering', 'information science', 'system application', 'year', 'embedded system', 'area', 'machine learning', 'computer information', 'synthesis'}"
36,https://www.nsf.gov/pubs/2019/nsf19599/nsf19599.htm,"{'engineering', 'area', 'directorate engineering'}"
37,https://www.nsf.gov/pubs/2019/nsf19596/nsf19596.htm,"{'engineering', 'science engineering', 'material science', 'physic', 'plasma', 'material', 'property', 'applied mathematics'}"
38,https://www.nsf.gov/pubs/2019/nsf19589/nsf19589.htm,"{'engineering', 'project develop', 'computer information', 'science engineering', 'information science', 'communication'}"
39,https://www.nsf.gov/pubs/2019/nsf19577/nsf19577.htm,"{'catalysis', 'imaging', 'chemical', 'chemistry', 'computational method', 'synthesis', 'dynamic'}"
40,https://www.nsf.gov/pubs/2019/nsf19575/nsf19575.htm,"{'mm', 'statistic', 'development'}"
41,https://www.nsf.gov/pubs/2019/nsf19572/nsf19572.htm,"{'engineering', 'security', 'cyber system', 'problem involving'}"
42,https://www.nsf.gov/pubs/2019/nsf19571/nsf19571.htm,"{'learning', 'security', 'science foundation', 'health', 'artificial intelligence', 'national science', 'machine learning', 'ai', 'ha long', 'ai system'}"
43,https://www.nsf.gov/pubs/2019/nsf19553/nsf19553.htm,"{'range application', 'security', 'energy', 'civil', 'artificial intelligence', 'personalized medicine'}"
44,https://www.nsf.gov/pubs/2019/nsf19536/nsf19536.htm,"{'science foundation', 'national science', 'united state', 'robotics', 'development'}"
45,https://www.nsf.gov/pubs/2019/nsf19532/nsf19532.htm,"{'engineering', 'science engineering', 'science foundation', 'area', 'national science', 'program director', 'foundation nsf', 'area future'}"
46,https://www.nsf.gov/pubs/2019/nsf19529/nsf19529.htm,"{'engineering', 'security', 'energy', 'science engineering', 'information science', 'science foundation', 'service', 'national science', 'computer information', 'directorate engineering'}"
47,https://www.nsf.gov/pubs/2019/nsf19528/nsf19528.htm,"{'dynamic', 'chemical'}"
48,https://www.nsf.gov/pubs/2019/nsf19525/nsf19525.htm,"{'engineering', 'science foundation', 'fluid dynamic', 'national science', 'chemical', 'thermal transport', 'dynamic', 'foundation nsf', 'transport process', 'transport phenomenon', 'combustion'}"
49,https://www.nsf.gov/pubs/2019/nsf19520/nsf19520.htm,"{'science foundation', 'national science', 'production', 'statistic', 'mm', 'development'}"
50,https://www.nsf.gov/pubs/2019/nsf19516/nsf19516.htm,"{'engineering', 'advanced material', 'science engineering', 'science foundation', 'material science', 'discovery', 'system design', 'national science', 'coordination activity', 'material', 'property', 'development'}"
51,https://www.nsf.gov/pubs/2019/nsf19511/nsf19511.htm,"{'engineering', 'science engineering', 'science foundation', 'area', 'national science', 'program director', 'foundation nsf', 'area future'}"
52,https://www.nsf.gov/pubs/2019/nsf19509/nsf19509.htm,"{'engineering', 'civil', 'science foundation', 'national science', 'chemical', 'foundation nsf', 'tissue engineering', 'mechanobiology'}"
53,https://www.nsf.gov/pubs/2019/nsf19505/nsf19505.htm,"{'year', 'science foundation', 'national science'}"
54,https://www.nsf.gov/pubs/2018/nsf18598/nsf18598.htm,"{'engineering', 'science engineering', 'information science', 'united state', 'computer information', 'big data', 'industry'}"
55,https://www.nsf.gov/pubs/2018/nsf18596/nsf18596.htm,"{'engineering', 'learning', 'modeling', 'science engineering', 'information science', 'system application', 'year', 'area', 'machine learning', 'computer information', 'synthesis'}"
56,https://www.nsf.gov/pubs/2018/nsf18595/nsf18595.htm,{'multidisciplinary approach'}
57,https://www.nsf.gov/pubs/2018/nsf18591/nsf18591.htm,"{'theoretical foundation', 'computer science'}"
58,https://www.nsf.gov/pubs/2018/nsf18585/nsf18585.htm,"{'science foundation', 'national science'}"
59,https://www.nsf.gov/pubs/2018/nsf18572/nsf18572.htm,"{'engineering', 'security', 'cyber system', 'problem involving'}"
60,https://www.nsf.gov/pubs/2018/nsf18571/nsf18571.htm,"{'engineering', 'higher education', 'science engineering', 'professional development', 'material', 'industry', 'development'}"
61,https://www.nsf.gov/pubs/2018/nsf18570/nsf18570.htm,"{'project develop', 'intelligent system'}"
62,https://www.nsf.gov/pubs/2018/nsf18569/nsf18569.htm,"{'development novel', 'development'}"
63,https://www.nsf.gov/pubs/2018/nsf18567/nsf18567.htm,"{'engineering', 'computational data', 'security', 'science engineering', 'service', 'engineering education', 'area', 'discovery', 'translational', 'development'}"
64,https://www.nsf.gov/pubs/2018/nsf18566/nsf18566.htm,"{'biomedical', 'support interface', 'science foundation', 'nih', 'health', 'biomedical science', 'national science', 'national institute', 'statistic', 'foundation nsf'}"
65,https://www.nsf.gov/pubs/2018/nsf18564/nsf18564.htm,"{'physic', 'broad range'}"
66,https://www.nsf.gov/pubs/2018/nsf18561/nsf18561.htm,"{'catalysis', 'imaging', 'chemical', 'chemistry', 'computational method', 'synthesis', 'dynamic'}"
67,https://www.nsf.gov/pubs/2018/nsf18557/nsf18557.htm,"{'actuation', 'perception', 'smart grid', 'communication'}"
68,https://www.nsf.gov/pubs/2018/nsf18556/nsf18556.htm,"{'engineering', 'computer science', 'science engineering', 'information science', 'science foundation', 'health', 'principal investigator', 'national science', 'system directorate', 'computer information', 'directorate engineering', 'engineering division', 'foundation nsf', 'graduate student', 'material'}"
69,https://www.nsf.gov/pubs/2018/nsf18541/nsf18541.htm,"{'engineering', 'biomedical', 'security', 'process modeling', 'modeling', 'science engineering', 'information science', 'science foundation', 'nih', 'health', 'area', 'aging', 'national science', 'national institute', 'computer information', 'foundation nsf', 'development', 'public health'}"
70,https://www.nsf.gov/pubs/2018/nsf18538/nsf18538.htm,"{'range application', 'security', 'energy', 'civil', 'science foundation', 'artificial intelligence', 'national science', 'personalized medicine'}"
71,https://www.nsf.gov/pubs/2018/nsf18537/nsf18537.htm,"{'computer science', 'science foundation', 'professional development', 'national science', 'teaching', 'foundation nsf', 'material', 'development'}"
72,https://www.nsf.gov/pubs/2018/nsf18536/nsf18536.htm,"{'engineering', 'learning', 'modeling', 'science engineering', 'information science', 'system application', 'year', 'area', 'machine learning', 'computer information', 'synthesis'}"
73,https://www.nsf.gov/pubs/2018/nsf18528/nsf18528.htm,"{'engineering', 'computer information', 'science engineering', 'information science'}"
74,https://www.nsf.gov/pubs/2018/nsf18525/nsf18525.htm,{'chemical'}
75,https://www.nsf.gov/pubs/2018/nsf18521/nsf18521.htm,"{'engineering', 'fluid dynamic', 'science foundation', 'national science', 'chemical', 'dynamic', 'foundation nsf'}"
76,https://www.nsf.gov/pubs/2018/nsf18518/nsf18518.htm,"{'science foundation', 'national science', 'united state', 'robotics', 'development'}"
77,https://www.nsf.gov/pubs/2018/nsf18517/nsf18517.htm,"{'product', 'area'}"
78,https://www.nsf.gov/pubs/2018/nsf18514/nsf18514.htm,"{'engineering', 'science foundation', 'national science', 'chemical', 'foundation nsf', 'tissue engineering'}"
79,https://www.nsf.gov/pubs/2018/nsf18502/nsf18502.htm,"{'higher education', 'science foundation', 'national science', 'foundation nsf', 'program level', 'industry', 'development'}"
80,https://www.nsf.gov/pubs/2018/nsf18501/nsf18501.htm,"{'theoretical foundation', 'computer science'}"
81,https://www.nsf.gov/pubs/2018/nsf18500/nsf18500.htm,"{'material state', 'broad spectrum', 'material', 'fundamental understanding', 'development', 'learning', 'modeling', 'material soft', 'molecular dynamic', 'material system', 'area', 'physic', 'statistical mechanic', 'soft matter', 'soft material', 'solid state', 'chemistry', 'method used', 'dynamic', 'polymeric material', 'biomaterials', 'machine learning', 'polymer', 'property', 'electronic photonic'}"
82,https://www.nsf.gov/pubs/2017/nsf17601/nsf17601.htm,"{'engineering', 'security', 'energy', 'science engineering', 'information science', 'science foundation', 'service', 'national science', 'computer information', 'directorate engineering'}"
83,https://www.nsf.gov/pubs/2017/nsf17600/nsf17600.htm,{'year'}
84,https://www.nsf.gov/pubs/2017/nsf17589/nsf17589.htm,{'general'}
85,https://www.nsf.gov/pubs/2017/nsf17580/nsf17580.htm,"{'engineering', 'control', 'processing', 'novel design', 'discovery', 'material unique', 'design synthesis', 'united state', 'synthesis characterization', 'synthesis', 'material', 'property', 'industry', 'lead new', 'fundamental understanding', 'development'}"
86,https://www.nsf.gov/pubs/2017/nsf17578/nsf17578.htm,"{'engineering', 'area', 'directorate engineering'}"
87,https://www.nsf.gov/pubs/2017/nsf17576/nsf17576.htm,"{'engineering', 'security', 'cyber system', 'problem involving'}"
88,https://www.nsf.gov/pubs/2017/nsf17575/nsf17575.htm,"{'engineering', 'computer science', 'science engineering', 'information science', 'experience new', 'area', 'computer information', 'directorate engineering', 'revolve around', 'graduate student', 'science technology'}"
89,https://www.nsf.gov/pubs/2017/nsf17572/nsf17572.htm,"{'project develop', 'intelligent system'}"
90,https://www.nsf.gov/pubs/2017/nsf17569/nsf17569.htm,"{'biomedical', 'support interface', 'science foundation', 'nih', 'health', 'biomedical science', 'national science', 'national institute', 'statistic', 'foundation nsf'}"
91,https://www.nsf.gov/pubs/2017/nsf17568/nsf17568.htm,"{'engineering', 'science engineering', 'science foundation', 'professional development', 'national science', 'material', 'industry', 'development'}"
92,https://www.nsf.gov/pubs/2017/nsf17554/nsf17554.htm,"{'experimental study', 'physic', 'wave propagation', 'theoretical experimental', 'composition', 'material', 'property'}"
93,https://www.nsf.gov/pubs/2017/nsf17553/nsf17553.htm,"{'science foundation', 'discovery', 'national science', 'statistic', 'united state'}"
94,https://www.nsf.gov/pubs/2017/nsf17548/nsf17548.htm,"{'processing', 'quantum computing', 'physic', 'information processing'}"
95,https://www.nsf.gov/pubs/2017/nsf17541/nsf17541.htm,"{'engineering', 'computer science', 'science foundation', 'including engineering', 'national science', 'teaching', 'track', 'science technology'}"
96,https://www.nsf.gov/pubs/2017/nsf17532/nsf17532.htm,"{'engineering', 'engineering activity', 'science engineering', 'area', 'creating new'}"
97,https://www.nsf.gov/pubs/2017/nsf17530/nsf17530.htm,{'energy'}
98,https://www.nsf.gov/pubs/2017/nsf17525/nsf17525.htm,"{'computer science', 'science foundation', 'professional development', 'national science', 'teaching', 'foundation nsf', 'material', 'development'}"
99,https://www.nsf.gov/pubs/2017/nsf17519/nsf17519.htm,"{'engineering', 'science engineering', 'area', 'multidisciplinary approach', 'broad spectrum'}"
100,https://www.nsf.gov/pubs/2017/nsf17518/nsf17518.htm,"{'robotics', 'united state', 'development'}"
101,https://www.nsf.gov/pubs/2017/nsf17517/nsf17517.htm,"{'engineering', 'science foundation', 'national science', 'chemical', 'thermal transport', 'foundation nsf', 'transport process', 'combustion'}"
102,https://www.nsf.gov/pubs/2017/nsf17504/nsf17504.htm,"{'earth science', 'area'}"
103,https://www.nsf.gov/pubs/2017/nsf17503/nsf17503.htm,"{'higher education', 'science foundation', 'national science', 'foundation nsf', 'program level', 'industry', 'development'}"
104,https://www.nsf.gov/pubs/2016/nsf16616/nsf16616.htm,"{'engineering', 'security', 'energy', 'science engineering', 'information science', 'science foundation', 'service', 'national science', 'computer information', 'directorate engineering'}"
105,https://www.nsf.gov/pubs/2016/nsf16613/nsf16613.htm,"{'engineering', 'advanced material', 'science engineering', 'material science', 'discovery', 'system design', 'coordination activity', 'material', 'property', 'development'}"
106,https://www.nsf.gov/pubs/2016/nsf16611/nsf16611.htm,"{'protocol development', 'science foundation', 'area', 'national science', 'earth science', 'efficient operation', 'development'}"
107,https://www.nsf.gov/pubs/2016/nsf16608/nsf16608.htm,"{'actuation', 'communication'}"
108,https://www.nsf.gov/pubs/2016/nsf16607/nsf16607.htm,"{'theoretical foundation', 'computer science'}"
109,https://www.nsf.gov/pubs/2016/nsf16605/nsf16605.htm,{'year'}
110,https://www.nsf.gov/pubs/2016/nsf16604/nsf16604.htm,"{'year', 'foundation nsf', 'industry future', 'science foundation', 'area', 'industry', 'nanotechnology', 'national science'}"
111,https://www.nsf.gov/pubs/2016/nsf16603/nsf16603.htm,"{'learning', 'computer science', 'algorithm', 'programming language', 'including limited', 'area', 'artificial intelligence', 'design analysis', 'computing information', 'computer architecture', 'machine learning', 'data analytics', 'computational model'}"
112,https://www.nsf.gov/pubs/2016/nsf16601/nsf16601.htm,"{'support system', 'learning', 'process modeling', 'modeling', 'decision support', 'clinical practice', 'science foundation', 'nih', 'health care', 'health', 'area', 'national science', 'national institute', 'machine learning', 'foundation nsf', 'development'}"
113,https://www.nsf.gov/pubs/2016/nsf16598/nsf16598.htm,"{'experimental study', 'physic', 'wave propagation', 'theoretical experimental', 'composition', 'material', 'property'}"
114,https://www.nsf.gov/pubs/2016/nsf16597/nsf16597.htm,"{'objective program', 'development new', 'composite', 'science foundation', 'processing', 'discovery', 'national science', 'nucleation', 'mechanism associated', 'synthesis', 'material', 'thin film', 'property', 'fundamental understanding', 'development'}"
115,https://www.nsf.gov/pubs/2016/nsf16596/nsf16596.htm,"{'material state', 'modeling', 'material soft', 'molecular dynamic', 'polymeric material', 'statistical mechanic', 'soft matter', 'area', 'biomaterials', 'physic', 'soft material', 'solid state', 'well predictive', 'chemistry', 'broad spectrum', 'polymer', 'dynamic', 'material', 'property', 'fundamental understanding', 'development', 'electronic photonic'}"
116,https://www.nsf.gov/pubs/2016/nsf16591/nsf16591.htm,"{'test bed', 'service', 'composition', 'industry'}"
117,https://www.nsf.gov/pubs/2016/nsf16581/nsf16581.htm,"{'project develop', 'science foundation', 'national science', 'intelligent system'}"
118,https://www.nsf.gov/pubs/2016/nsf16580/nsf16580.htm,"{'engineering', 'security', 'cyber system', 'problem involving'}"
119,https://www.nsf.gov/pubs/2016/nsf16573/nsf16573.htm,"{'biomedical', 'big data'}"
